year,categoria,pais,euros
2010,17,Nueva Zelanda,0
2010,18,Nueva Zelanda,0
2010,19,Nueva Zelanda,0
2010,20,Nueva Zelanda,0
2010,21,Nueva Zelanda,0
2010,22,Nueva Zelanda,0
2010,total,Nueva Zelanda,43481
2010,1,Omán,0
2010,2,Omán,331
2010,3,Omán,0
2010,4,Omán,3021192
2010,5,Omán,0
2010,6,Omán,0
2010,7,Omán,0
2010,8,Omán,0
2010,9,Omán,0
2010,10,Omán,173672
2010,11,Omán,0
2010,12,Omán,0
2010,13,Omán,0
2010,14,Omán,0
2010,15,Omán,0
2010,16,Omán,0
2010,17,Omán,0
2010,18,Omán,0
2010,19,Omán,0
2010,20,Omán,0
2010,21,Omán,0
2010,22,Omán,0
2010,total,Omán,3195195
2010,1,Países Bajos,0
2010,2,Países Bajos,0
2010,3,Países Bajos,0
2010,4,Países Bajos,0
2010,5,Países Bajos,0
2010,6,Países Bajos,0
2010,7,Países Bajos,0
2010,8,Países Bajos,0
2010,9,Países Bajos,0
2010,10,Países Bajos,5040
2010,11,Países Bajos,19400
2010,12,Países Bajos,0
2010,13,Países Bajos,0
2010,14,Países Bajos,0
2010,15,Países Bajos,0
2010,16,Países Bajos,0
2010,17,Países Bajos,0
2010,18,Países Bajos,0
2010,19,Países Bajos,0
2010,20,Países Bajos,0
2010,21,Países Bajos,0
2010,22,Países Bajos,0
2010,total,Países Bajos,24440
2010,1,Pakistán,0
2010,2,Pakistán,0
2010,3,Pakistán,0
2010,4,Pakistán,0
2010,5,Pakistán,0
2010,6,Pakistán,0
2010,7,Pakistán,0
2010,8,Pakistán,0
2010,9,Pakistán,0
2010,10,Pakistán,390045
2010,11,Pakistán,0
2010,12,Pakistán,0
2010,13,Pakistán,0
2010,14,Pakistán,0
2010,15,Pakistán,0
2010,16,Pakistán,0
2010,17,Pakistán,0
2010,18,Pakistán,0
2010,19,Pakistán,0
2010,20,Pakistán,0
2010,21,Pakistán,0
2010,22,Pakistán,0
2010,total,Pakistán,390045
2010,1,Paraguay,0
2010,2,Paraguay,0
2010,3,Paraguay,0
2010,4,Paraguay,0
2010,5,Paraguay,0
2010,6,Paraguay,0
2010,7,Paraguay,0
2010,8,Paraguay,0
2010,9,Paraguay,0
2010,10,Paraguay,44022
2010,11,Paraguay,0
2010,12,Paraguay,0
2010,13,Paraguay,0
2010,14,Paraguay,0
2010,15,Paraguay,0
2010,16,Paraguay,0
2010,17,Paraguay,0
2010,18,Paraguay,0
2010,19,Paraguay,0
2010,20,Paraguay,0
2010,21,Paraguay,0
2010,22,Paraguay,0
2010,total,Paraguay,44022
2010,1,Perú,0
2010,2,Perú,0
2010,3,Perú,0
2010,4,Perú,0
2010,5,Perú,0
2010,6,Perú,0
2010,7,Perú,0
2010,8,Perú,0
2010,9,Perú,0
2010,10,Perú,0
2010,11,Perú,0
2010,12,Perú,0
2010,13,Perú,0
2010,14,Perú,0
2010,15,Perú,0
2010,16,Perú,0
2010,17,Perú,0
2010,18,Perú,0
2010,19,Perú,0
2010,20,Perú,0
2010,21,Perú,0
2010,22,Perú,0
2010,total,Perú,0
2010,1,POLONIA,0
2010,2,POLONIA,0
2010,3,POLONIA,748340
2010,4,POLONIA,0
2010,5,POLONIA,0
2010,6,POLONIA,0
2010,7,POLONIA,0
2010,8,POLONIA,0
2010,9,POLONIA,0
2010,10,POLONIA,378024
2010,11,POLONIA,0
2010,12,POLONIA,0
2010,13,POLONIA,0
2010,14,POLONIA,0
2010,15,POLONIA,0
2010,16,POLONIA,0
2010,17,POLONIA,0
2010,18,POLONIA,0
2010,19,POLONIA,0
2010,20,POLONIA,0
2010,21,POLONIA,0
2010,22,POLONIA,0
2010,total,POLONIA,1126364
2010,1,PORTUGAL,12077
2010,2,PORTUGAL,112946
2010,3,PORTUGAL,0
2010,4,PORTUGAL,634455
2010,5,PORTUGAL,0
2010,6,PORTUGAL,151062
2010,7,PORTUGAL,0
2010,8,PORTUGAL,212038
2010,9,PORTUGAL,0
2010,10,PORTUGAL,42840654
2010,11,PORTUGAL,0
2010,12,PORTUGAL,0
2010,13,PORTUGAL,0
2010,14,PORTUGAL,0
2010,15,PORTUGAL,0
2010,16,PORTUGAL,0
2010,17,PORTUGAL,0
2010,18,PORTUGAL,0
2010,19,PORTUGAL,0
2010,20,PORTUGAL,0
2010,21,PORTUGAL,0
2010,22,PORTUGAL,0
2010,total,PORTUGAL,43963232
2010,1,REINO UNIDO,35479
2010,2,REINO UNIDO,0
2010,3,REINO UNIDO,0
2010,4,REINO UNIDO,8414558
2010,5,REINO UNIDO,172058
2010,6,REINO UNIDO,0
2010,7,REINO UNIDO,0
2010,8,REINO UNIDO,0
2010,9,REINO UNIDO,0
2010,10,REINO UNIDO,95417375
2010,11,REINO UNIDO,1205844
2010,12,REINO UNIDO,0
2010,13,REINO UNIDO,0
2010,14,REINO UNIDO,0
2010,15,REINO UNIDO,16371274
2010,16,REINO UNIDO,0
2010,17,REINO UNIDO,0
2010,18,REINO UNIDO,0
2010,19,REINO UNIDO,0
2010,20,REINO UNIDO,0
2010,21,REINO UNIDO,0
2010,22,REINO UNIDO,0
2010,total,REINO UNIDO,121616588
2010,1,República Checa,2907
2010,2,República Checa,0
2010,3,República Checa,1036728
2010,4,República Checa,0
2010,5,República Checa,0
2010,6,República Checa,0
2010,7,República Checa,0
2010,8,República Checa,0
2010,9,República Checa,0
2010,10,República Checa,56979417
2010,11,República Checa,0
2010,12,República Checa,0
2010,13,República Checa,0
2010,14,República Checa,0
2010,15,República Checa,0
2010,16,República Checa,0
2010,17,República Checa,0
2010,18,República Checa,0
2010,19,República Checa,0
2010,20,República Checa,0
2010,21,República Checa,0
2010,22,República Checa,0
2010,total,República Checa,58019052
2010,1,República Dominicana,0
2010,2,República Dominicana,0
2010,3,República Dominicana,0
2010,4,República Dominicana,0
2010,5,República Dominicana,0
2010,6,República Dominicana,0
2010,7,República Dominicana,0
2010,8,República Dominicana,0
2010,9,República Dominicana,0
2010,10,República Dominicana,418214
2010,11,República Dominicana,0
2010,12,República Dominicana,0
2010,13,República Dominicana,0
2010,14,República Dominicana,0
2010,15,República Dominicana,0
2010,16,República Dominicana,0
2010,17,República Dominicana,0
2010,18,República Dominicana,0
2010,19,República Dominicana,0
2010,20,República Dominicana,0
2010,21,República Dominicana,0
2010,22,República Dominicana,0
2010,total,República Dominicana,418214
2010,1,Rumanía,22695
2010,2,Rumanía,0
2010,3,Rumanía,0
2010,4,Rumanía,0
2010,5,Rumanía,0
2010,6,Rumanía,1059375
2010,7,Rumanía,0
2010,8,Rumanía,0
2010,9,Rumanía,0
2010,10,Rumanía,0
2010,11,Rumanía,0
2010,12,Rumanía,0
2010,13,Rumanía,0
2010,14,Rumanía,0
2010,15,Rumanía,0
2010,16,Rumanía,0
2010,17,Rumanía,0
2010,18,Rumanía,0
2010,19,Rumanía,0
2010,20,Rumanía,0
2010,21,Rumanía,0
2010,22,Rumanía,0
2010,total,Rumanía,1082070
2010,1,SERBIA,7321
2010,2,SERBIA,0
2010,3,SERBIA,0
2010,4,SERBIA,0
2010,5,SERBIA,0
2010,6,SERBIA,0
2010,7,SERBIA,0
2010,8,SERBIA,0
2010,9,SERBIA,0
2010,10,SERBIA,0
2010,11,SERBIA,0
2010,12,SERBIA,0
2010,13,SERBIA,0
2010,14,SERBIA,0
2010,15,SERBIA,0
2010,16,SERBIA,0
2010,17,SERBIA,0
2010,18,SERBIA,0
2010,19,SERBIA,0
2010,20,SERBIA,0
2010,21,SERBIA,0
2010,22,SERBIA,0
2010,total,SERBIA,7321
2010,1,SINGAPUR,0
2010,2,SINGAPUR,0
2010,3,SINGAPUR,0
2010,4,SINGAPUR,2322268
2010,5,SINGAPUR,0
2010,6,SINGAPUR,16382
2010,7,SINGAPUR,0
2010,8,SINGAPUR,0
2010,9,SINGAPUR,0
2010,10,SINGAPUR,0
2010,11,SINGAPUR,0
2010,12,SINGAPUR,0
2010,13,SINGAPUR,0
2010,14,SINGAPUR,0
2010,15,SINGAPUR,0
2010,16,SINGAPUR,0
2010,17,SINGAPUR,0
2010,18,SINGAPUR,0
2010,19,SINGAPUR,0
2010,20,SINGAPUR,0
2010,21,SINGAPUR,0
2010,22,SINGAPUR,0
2010,total,SINGAPUR,2338650
2010,1,SRI LANKA,0
2010,2,SRI LANKA,0
2010,3,SRI LANKA,0
2010,4,SRI LANKA,160000
2010,5,SRI LANKA,0
2010,6,SRI LANKA,0
2010,7,SRI LANKA,0
2010,8,SRI LANKA,0
2010,9,SRI LANKA,0
2010,10,SRI LANKA,0
2010,11,SRI LANKA,0
2010,12,SRI LANKA,0
2010,13,SRI LANKA,0
2010,14,SRI LANKA,0
2010,15,SRI LANKA,0
2010,16,SRI LANKA,0
2010,17,SRI LANKA,0
2010,18,SRI LANKA,0
2010,19,SRI LANKA,0
2010,20,SRI LANKA,0
2010,21,SRI LANKA,0
2010,22,SRI LANKA,0
2010,total,SRI LANKA,160000
2010,1,Sudáfrica,9982
2010,2,Sudáfrica,0
2010,3,Sudáfrica,0
2010,4,Sudáfrica,0
2010,5,Sudáfrica,0
2010,6,Sudáfrica,0
2010,7,Sudáfrica,0
2010,8,Sudáfrica,0
2010,9,Sudáfrica,0
2010,10,Sudáfrica,0
2010,11,Sudáfrica,0
2010,12,Sudáfrica,0
2010,13,Sudáfrica,0
2010,14,Sudáfrica,0
2010,15,Sudáfrica,0
2010,16,Sudáfrica,0
2010,17,Sudáfrica,0
2010,18,Sudáfrica,0
2010,19,Sudáfrica,0
2010,20,Sudáfrica,0
2010,21,Sudáfrica,0
2010,22,Sudáfrica,0
2010,total,Sudáfrica,9982
2010,1,SUECIA,0
2010,2,SUECIA,0
2010,3,SUECIA,0
2010,4,SUECIA,0
2010,5,SUECIA,0
2010,6,SUECIA,0
2010,7,SUECIA,0
2010,8,SUECIA,0
2010,9,SUECIA,0
2010,10,SUECIA,0
2010,11,SUECIA,0
2010,12,SUECIA,0
2010,13,SUECIA,0
2010,14,SUECIA,0
2010,15,SUECIA,0
2010,16,SUECIA,0
2010,17,SUECIA,0
2010,18,SUECIA,0
2010,19,SUECIA,0
2010,20,SUECIA,0
2010,21,SUECIA,0
2010,22,SUECIA,0
2010,total,SUECIA,0
2010,1,SUIZA,17995
2010,2,SUIZA,320640
2010,3,SUIZA,49800
2010,4,SUIZA,0
2010,5,SUIZA,0
2010,6,SUIZA,794493
2010,7,SUIZA,0
2010,8,SUIZA,0
2010,9,SUIZA,35572
2010,10,SUIZA,0
2010,11,SUIZA,0
2010,12,SUIZA,0
2010,13,SUIZA,0
2010,14,SUIZA,0
2010,15,SUIZA,0
2010,16,SUIZA,0
2010,17,SUIZA,0
2010,18,SUIZA,0
2010,19,SUIZA,0
2010,20,SUIZA,0
2010,21,SUIZA,23387216
2010,22,SUIZA,0
2010,total,SUIZA,24605716
2010,1,TAILANDIA,3485
2010,2,TAILANDIA,0
2010,3,TAILANDIA,0
2010,4,TAILANDIA,122850
2010,5,TAILANDIA,0
2010,6,TAILANDIA,0
2010,7,TAILANDIA,0
2010,8,TAILANDIA,0
2010,9,TAILANDIA,0
2010,10,TAILANDIA,650256
2010,11,TAILANDIA,0
2010,12,TAILANDIA,0
2010,13,TAILANDIA,0
2010,14,TAILANDIA,0
2010,15,TAILANDIA,0
2010,16,TAILANDIA,0
2010,17,TAILANDIA,0
2010,18,TAILANDIA,0
2010,19,TAILANDIA,0
2010,20,TAILANDIA,0
2010,21,TAILANDIA,0
2010,22,TAILANDIA,0
2010,total,TAILANDIA,776591
2010,1,TANZANIA,1600
2010,2,TANZANIA,0
2010,3,TANZANIA,0
2010,4,TANZANIA,0
2010,5,TANZANIA,0
2010,6,TANZANIA,0
2010,7,TANZANIA,0
2010,8,TANZANIA,0
2010,9,TANZANIA,0
2010,10,TANZANIA,0
2010,11,TANZANIA,0
2010,12,TANZANIA,0
2010,13,TANZANIA,0
2010,14,TANZANIA,0
2010,15,TANZANIA,0
2010,16,TANZANIA,0
2010,17,TANZANIA,0
2010,18,TANZANIA,0
2010,19,TANZANIA,0
2010,20,TANZANIA,0
2010,21,TANZANIA,0
2010,22,TANZANIA,0
2010,total,TANZANIA,1600
2010,1,Trinidad y Tobago,0
2010,2,Trinidad y Tobago,0
2010,3,Trinidad y Tobago,0
2010,4,Trinidad y Tobago,635430
2010,5,Trinidad y Tobago,0
2010,6,Trinidad y Tobago,0
2010,7,Trinidad y Tobago,0
2010,8,Trinidad y Tobago,0
2010,9,Trinidad y Tobago,0
2010,10,Trinidad y Tobago,0
2010,11,Trinidad y Tobago,0
2010,12,Trinidad y Tobago,0
2010,13,Trinidad y Tobago,0
2010,14,Trinidad y Tobago,0
2010,15,Trinidad y Tobago,0
2010,16,Trinidad y Tobago,0
2010,17,Trinidad y Tobago,0
2010,18,Trinidad y Tobago,0
2010,19,Trinidad y Tobago,0
2010,20,Trinidad y Tobago,0
2010,21,Trinidad y Tobago,0
2010,22,Trinidad y Tobago,0
2010,total,Trinidad y Tobago,635430
2010,1,Túnez,0
2010,2,Túnez,0
2010,3,Túnez,0
2010,4,Túnez,778480
2010,5,Túnez,0
2010,6,Túnez,0
2010,7,Túnez,0
2010,8,Túnez,0
2010,9,Túnez,0
2010,10,Túnez,0
2010,11,Túnez,0
2010,12,Túnez,0
2010,13,Túnez,0
2010,14,Túnez,0
2010,15,Túnez,0
2010,16,Túnez,0
2010,17,Túnez,0
2010,18,Túnez,0
2010,19,Túnez,0
2010,20,Túnez,0
2010,21,Túnez,0
2010,22,Túnez,0
2010,total,Túnez,778480
2010,1,Turquía,0
2010,2,Turquía,0
2010,3,Turquía,0
2010,4,Turquía,357000
2010,5,Turquía,0
2010,6,Turquía,0
2010,7,Turquía,0
2010,8,Turquía,0
2010,9,Turquía,0
2010,10,Turquía,0
2010,11,Turquía,0
2010,12,Turquía,0
2010,13,Turquía,0
2010,14,Turquía,0
2010,15,Turquía,0
2010,16,Turquía,0
2010,17,Turquía,0
2010,18,Turquía,0
2010,19,Turquía,0
2010,20,Turquía,0
2010,21,Turquía,0
2010,22,Turquía,0
2010,total,Turquía,357000
2010,1,URUGUAY,0
2010,2,URUGUAY,0
2010,3,URUGUAY,0
2010,4,URUGUAY,0
2010,5,URUGUAY,0
2010,6,URUGUAY,0
2010,7,URUGUAY,0
2010,8,URUGUAY,0
2010,9,URUGUAY,0
2010,10,URUGUAY,84659
2010,11,URUGUAY,0
2010,12,URUGUAY,0
2010,13,URUGUAY,0
2010,14,URUGUAY,0
2010,15,URUGUAY,0
2010,16,URUGUAY,0
2010,17,URUGUAY,0
2010,18,URUGUAY,0
2010,19,URUGUAY,0
2010,20,URUGUAY,0
2010,21,URUGUAY,0
2010,22,URUGUAY,0
2010,total,URUGUAY,84659
2010,1,VENEZUELA,0
2010,2,VENEZUELA,0
2010,3,VENEZUELA,0
2010,4,VENEZUELA,0
2010,5,VENEZUELA,0
2010,6,VENEZUELA,0
2010,7,VENEZUELA,0
2010,8,VENEZUELA,0
2010,9,VENEZUELA,212000000
2010,10,VENEZUELA,0
2010,11,VENEZUELA,0
2010,12,VENEZUELA,0
2010,13,VENEZUELA,0
2010,14,VENEZUELA,0
2010,15,VENEZUELA,0
2010,16,VENEZUELA,0
2010,17,VENEZUELA,0
2010,18,VENEZUELA,0
2010,19,VENEZUELA,0
2010,20,VENEZUELA,0
2010,21,VENEZUELA,0
2010,22,VENEZUELA,0
2010,total,VENEZUELA,212000000
2010,1,Total,10095575
2010,2,Total,1541413
2010,3,Total,40882943
2010,4,Total,105159995
2010,5,Total,2931371
2010,6,Total,10814744
2010,7,Total,0
2010,8,Total,30871870
2010,9,Total,232792994
2010,10,Total,585703465
2010,11,Total,18119281
2010,12,Total,0
2010,13,Total,0
2010,14,Total,0
2010,15,Total,65317741
2010,16,Total,680673
2010,17,Total,0
2010,18,Total,0
2010,19,Total,0
2010,20,Total,0
2010,21,Total,23390716
2010,22,Total,0
2010,total,Total,1128302781
2011,1,Alemania,51648
2011,2,Alemania,0
2011,3,Alemania,0
2011,4,Alemania,20685141
2011,5,Alemania,837315
2011,6,Alemania,108841
2011,7,Alemania,0
2011,8,Alemania,3076236
2011,9,Alemania,0
2011,10,Alemania,40602437
2011,11,Alemania,1577933
2011,12,Alemania,0
2011,13,Alemania,0
2011,14,Alemania,0
2011,15,Alemania,46628614
2011,16,Alemania,0
2011,17,Alemania,0
2011,18,Alemania,0
2011,19,Alemania,0
2011,20,Alemania,0
2011,21,Alemania,0
2011,22,Alemania,0
2011,total,Alemania,113568165
2011,1,Andorra,6466
2011,2,Andorra,0
2011,3,Andorra,6433
2011,4,Andorra,0
2011,5,Andorra,0
2011,6,Andorra,0
2011,7,Andorra,0
2011,8,Andorra,0
2011,9,Andorra,0
2011,10,Andorra,0
2011,11,Andorra,0
2011,12,Andorra,0
2011,13,Andorra,0
2011,14,Andorra,0
2011,15,Andorra,0
2011,16,Andorra,0
2011,17,Andorra,0
2011,18,Andorra,0
2011,19,Andorra,0
2011,20,Andorra,0
2011,21,Andorra,0
2011,22,Andorra,0
2011,total,Andorra,12899
2011,1,Arabia Saudí,0
2011,2,Arabia Saudí,0
2011,3,Arabia Saudí,3530810
2011,4,Arabia Saudí,3053560
2011,5,Arabia Saudí,0
2011,6,Arabia Saudí,0
2011,7,Arabia Saudí,0
2011,8,Arabia Saudí,0
2011,9,Arabia Saudí,0
2011,10,Arabia Saudí,7422055
2011,11,Arabia Saudí,0
2011,12,Arabia Saudí,0
2011,13,Arabia Saudí,0
2011,14,Arabia Saudí,0
2011,15,Arabia Saudí,0
2011,16,Arabia Saudí,0
2011,17,Arabia Saudí,0
2011,18,Arabia Saudí,0
2011,19,Arabia Saudí,0
2011,20,Arabia Saudí,0
2011,21,Arabia Saudí,0
2011,22,Arabia Saudí,0
2011,total,Arabia Saudí,14006425
2011,1,Argelia,0
2011,2,Argelia,0
2011,3,Argelia,0
2011,4,Argelia,0
2011,5,Argelia,0
2011,6,Argelia,0
2011,7,Argelia,0
2011,8,Argelia,0
2011,9,Argelia,0
2011,10,Argelia,136766
2011,11,Argelia,0
2011,12,Argelia,0
2011,13,Argelia,0
2011,14,Argelia,0
2011,15,Argelia,0
2011,16,Argelia,0
2011,17,Argelia,0
2011,18,Argelia,0
2011,19,Argelia,0
2011,20,Argelia,0
2011,21,Argelia,0
2011,22,Argelia,0
2011,total,Argelia,136766
2011,1,Argentina,7674
2011,2,Argentina,0
2011,3,Argentina,0
2011,4,Argentina,0
2011,5,Argentina,0
2011,6,Argentina,0
2011,7,Argentina,0
2011,8,Argentina,0
2011,9,Argentina,0
2011,10,Argentina,0
2011,11,Argentina,0
2011,12,Argentina,0
2011,13,Argentina,0
2011,14,Argentina,0
2011,15,Argentina,0
2011,16,Argentina,0
2011,17,Argentina,0
2011,18,Argentina,0
2011,19,Argentina,0
2011,20,Argentina,0
2011,21,Argentina,0
2011,22,Argentina,0
2011,total,Argentina,7674
2011,1,Australia,0
2011,2,Australia,0
2011,3,Australia,0
2011,4,Australia,0
2011,5,Australia,0
2011,6,Australia,0
2011,7,Australia,0
2011,8,Australia,0
2011,9,Australia,16249511
2011,10,Australia,406637796
2011,11,Australia,39324
2011,12,Australia,0
2011,13,Australia,0
2011,14,Australia,0
2011,15,Australia,0
2011,16,Australia,0
2011,17,Australia,0
2011,18,Australia,1545619
2011,19,Australia,0
2011,20,Australia,0
2011,21,Australia,0
2011,22,Australia,0
2011,total,Australia,424472250
2011,1,AUSTRIA,13040
2011,2,AUSTRIA,0
2011,3,AUSTRIA,0
2011,4,AUSTRIA,0
2011,5,AUSTRIA,0
2011,6,AUSTRIA,952961
2011,7,AUSTRIA,0
2011,8,AUSTRIA,0
2011,9,AUSTRIA,0
2011,10,AUSTRIA,15887
2011,11,AUSTRIA,0
2011,12,AUSTRIA,0
2011,13,AUSTRIA,0
2011,14,AUSTRIA,0
2011,15,AUSTRIA,274010
2011,16,AUSTRIA,297995
2011,17,AUSTRIA,0
2011,18,AUSTRIA,0
2011,19,AUSTRIA,0
2011,20,AUSTRIA,0
2011,21,AUSTRIA,0
2011,22,AUSTRIA,0
2011,total,AUSTRIA,1553893
2011,1,BAHREIN,0
2011,2,BAHREIN,0
2011,3,BAHREIN,6350515
2011,4,BAHREIN,0
2011,5,BAHREIN,0
2011,6,BAHREIN,0
2011,7,BAHREIN,0
2011,8,BAHREIN,0
2011,9,BAHREIN,0
2011,10,BAHREIN,0
2011,11,BAHREIN,0
2011,12,BAHREIN,0
2011,13,BAHREIN,0
2011,14,BAHREIN,0
2011,15,BAHREIN,0
2011,16,BAHREIN,0
2011,17,BAHREIN,0
2011,18,BAHREIN,0
2011,19,BAHREIN,0
2011,20,BAHREIN,0
2011,21,BAHREIN,0
2011,22,BAHREIN,0
2011,total,BAHREIN,6350515
2011,1,Bangladesh,0
2011,2,Bangladesh,0
2011,3,Bangladesh,0
2011,4,Bangladesh,749315
2011,5,Bangladesh,0
2011,6,Bangladesh,0
2011,7,Bangladesh,0
2011,8,Bangladesh,0
2011,9,Bangladesh,0
2011,10,Bangladesh,0
2011,11,Bangladesh,0
2011,12,Bangladesh,0
2011,13,Bangladesh,0
2011,14,Bangladesh,0
2011,15,Bangladesh,0
2011,16,Bangladesh,0
2011,17,Bangladesh,0
2011,18,Bangladesh,0
2011,19,Bangladesh,0
2011,20,Bangladesh,0
2011,21,Bangladesh,0
2011,22,Bangladesh,0
2011,total,Bangladesh,749315
2011,1,Bélgica,18240
2011,2,Bélgica,0
2011,3,Bélgica,322758
2011,4,Bélgica,578620
2011,5,Bélgica,0
2011,6,Bélgica,0
2011,7,Bélgica,0
2011,8,Bélgica,0
2011,9,Bélgica,0
2011,10,Bélgica,698510
2011,11,Bélgica,0
2011,12,Bélgica,0
2011,13,Bélgica,0
2011,14,Bélgica,0
2011,15,Bélgica,0
2011,16,Bélgica,0
2011,17,Bélgica,0
2011,18,Bélgica,0
2011,19,Bélgica,0
2011,20,Bélgica,0
2011,21,Bélgica,0
2011,22,Bélgica,0
2011,total,Bélgica,1618128
2011,1,Botsuana,0
2011,2,Botsuana,0
2011,3,Botsuana,0
2011,4,Botsuana,0
2011,5,Botsuana,0
2011,6,Botsuana,0
2011,7,Botsuana,0
2011,8,Botsuana,0
2011,9,Botsuana,0
2011,10,Botsuana,124888
2011,11,Botsuana,0
2011,12,Botsuana,0
2011,13,Botsuana,0
2011,14,Botsuana,0
2011,15,Botsuana,0
2011,16,Botsuana,0
2011,17,Botsuana,0
2011,18,Botsuana,0
2011,19,Botsuana,0
2011,20,Botsuana,0
2011,21,Botsuana,0
2011,22,Botsuana,0
2011,total,Botsuana,124888
2011,1,BRASIL,1200
2011,2,BRASIL,0
2011,3,BRASIL,0
2011,4,BRASIL,1187482
2011,5,BRASIL,0
2011,6,BRASIL,0
2011,7,BRASIL,0
2011,8,BRASIL,21500
2011,9,BRASIL,0
2011,10,BRASIL,967306
2011,11,BRASIL,0
2011,12,BRASIL,0
2011,13,BRASIL,0
2011,14,BRASIL,744720
2011,15,BRASIL,0
2011,16,BRASIL,0
2011,17,BRASIL,0
2011,18,BRASIL,0
2011,19,BRASIL,0
2011,20,BRASIL,0
2011,21,BRASIL,0
2011,22,BRASIL,0
2011,total,BRASIL,2922208
2011,1,BULGARIA,0
2011,2,BULGARIA,0
2011,3,BULGARIA,0
2011,4,BULGARIA,0
2011,5,BULGARIA,0
2011,6,BULGARIA,0
2011,7,BULGARIA,0
2011,8,BULGARIA,6832
2011,9,BULGARIA,0
2011,10,BULGARIA,0
2011,11,BULGARIA,0
2011,12,BULGARIA,0
2011,13,BULGARIA,0
2011,14,BULGARIA,0
2011,15,BULGARIA,0
2011,16,BULGARIA,0
2011,17,BULGARIA,0
2011,18,BULGARIA,0
2011,19,BULGARIA,0
2011,20,BULGARIA,0
2011,21,BULGARIA,0
2011,22,BULGARIA,0
2011,total,BULGARIA,6832
2011,1,Camerún,1200
2011,2,Camerún,0
2011,3,Camerún,0
2011,4,Camerún,0
2011,5,Camerún,0
2011,6,Camerún,0
2011,7,Camerún,0
2011,8,Camerún,0
2011,9,Camerún,0
2011,10,Camerún,0
2011,11,Camerún,0
2011,12,Camerún,0
2011,13,Camerún,0
2011,14,Camerún,0
2011,15,Camerún,0
2011,16,Camerún,0
2011,17,Camerún,0
2011,18,Camerún,0
2011,19,Camerún,0
2011,20,Camerún,0
2011,21,Camerún,0
2011,22,Camerún,0
2011,total,Camerún,1200
2011,1,Canadá,0
2011,2,Canadá,0
2011,3,Canadá,0
2011,4,Canadá,800531
2011,5,Canadá,0
2011,6,Canadá,0
2011,7,Canadá,0
2011,8,Canadá,0
2011,9,Canadá,132876
2011,10,Canadá,0
2011,11,Canadá,0
2011,12,Canadá,0
2011,13,Canadá,0
2011,14,Canadá,0
2011,15,Canadá,0
2011,16,Canadá,133813
2011,17,Canadá,0
2011,18,Canadá,0
2011,19,Canadá,0
2011,20,Canadá,0
2011,21,Canadá,0
2011,22,Canadá,0
2011,total,Canadá,1067220
2011,1,Qatar,0
2011,2,Qatar,0
2011,3,Qatar,0
2011,4,Qatar,0
2011,5,Qatar,0
2011,6,Qatar,382791
2011,7,Qatar,0
2011,8,Qatar,0
2011,9,Qatar,0
2011,10,Qatar,0
2011,11,Qatar,0
2011,12,Qatar,0
2011,13,Qatar,0
2011,14,Qatar,0
2011,15,Qatar,0
2011,16,Qatar,0
2011,17,Qatar,0
2011,18,Qatar,0
2011,19,Qatar,0
2011,20,Qatar,0
2011,21,Qatar,0
2011,22,Qatar,0
2011,total,Qatar,382791
2011,1,CHILE,9761
2011,2,CHILE,0
2011,3,CHILE,0
2011,4,CHILE,710000
2011,5,CHILE,0
2011,6,CHILE,65442
2011,7,CHILE,0
2011,8,CHILE,0
2011,9,CHILE,12304
2011,10,CHILE,61654338
2011,11,CHILE,14978
2011,12,CHILE,0
2011,13,CHILE,0
2011,14,CHILE,0
2011,15,CHILE,0
2011,16,CHILE,0
2011,17,CHILE,0
2011,18,CHILE,0
2011,19,CHILE,0
2011,20,CHILE,0
2011,21,CHILE,0
2011,22,CHILE,0
2011,total,CHILE,62466823
2011,1,COLOMBIA,452
2011,2,COLOMBIA,0
2011,3,COLOMBIA,2006460
2011,4,COLOMBIA,1338576
2011,5,COLOMBIA,0
2011,6,COLOMBIA,0
2011,7,COLOMBIA,0
2011,8,COLOMBIA,0
2011,9,COLOMBIA,0
2011,10,COLOMBIA,21626517
2011,11,COLOMBIA,0
2011,12,COLOMBIA,0
2011,13,COLOMBIA,0
2011,14,COLOMBIA,0
2011,15,COLOMBIA,15260
2011,16,COLOMBIA,0
2011,17,COLOMBIA,0
2011,18,COLOMBIA,0
2011,19,COLOMBIA,0
2011,20,COLOMBIA,0
2011,21,COLOMBIA,0
2011,22,COLOMBIA,0
2011,total,COLOMBIA,24987265
2011,1,Corea del Sur,0
2011,2,Corea del Sur,0
2011,3,Corea del Sur,0
2011,4,Corea del Sur,0
2011,5,Corea del Sur,0
2011,6,Corea del Sur,0
2011,7,Corea del Sur,0
2011,8,Corea del Sur,0
2011,9,Corea del Sur,0
2011,10,Corea del Sur,6823167
2011,11,Corea del Sur,0
2011,12,Corea del Sur,0
2011,13,Corea del Sur,0
2011,14,Corea del Sur,0
2011,15,Corea del Sur,0
2011,16,Corea del Sur,0
2011,17,Corea del Sur,0
2011,18,Corea del Sur,0
2011,19,Corea del Sur,0
2011,20,Corea del Sur,0
2011,21,Corea del Sur,0
2011,22,Corea del Sur,0
2011,total,Corea del Sur,6823167
2011,1,COSTA RICA,0
2011,2,COSTA RICA,0
2011,3,COSTA RICA,0
2011,4,COSTA RICA,0
2011,5,COSTA RICA,0
2011,6,COSTA RICA,0
2011,7,COSTA RICA,0
2011,8,COSTA RICA,0
